"seqnames","start","end","width","strand","gene_id","gene_name","biotype"
"chr13",24420931,24512778,91848,"-","ENSG00000102699.6","PARP4","protein_coding"
"chr13",25172819,25180079,7261,"-","ENSG00000234056.3","LINC00463","lncRNA"
"chr13",25181399,25190643,9245,"+","ENSG00000238169.2","LINC01053","lncRNA"
"chr13",25246222,25287488,41267,"-","ENSG00000139505.12","MTMR6","protein_coding"
"chr13",25300124,25301438,1315,"-","ENSG00000260509.2","ENSG00000260509","lncRNA"
"chr13",25301556,25349800,48245,"+","ENSG00000139496.16","NUP58","protein_coding"
"chr13",26557683,26688948,131266,"+","ENSG00000132970.14","WASF3","protein_coding"
"chr13",27066156,27171811,105656,"-","ENSG00000152484.14","USP12","protein_coding"
"chr13",27172259,27182998,10740,"+","ENSG00000230641.1","USP12-AS2","lncRNA"
"chr13",27178263,27251288,73026,"-","ENSG00000275294.4","LINC02340","lncRNA"
"chr13",27424619,27435642,11024,"+","ENSG00000122034.17","GTF3A","protein_coding"
"chr13",27435824,27450591,14768,"-","ENSG00000122033.15","MTIF3","protein_coding"
"chr13",27545913,27620529,74617,"-","ENSG00000139517.9","LNX2","protein_coding"
"chr13",27620742,27744237,123496,"+","ENSG00000186184.20","POLR1D","protein_coding"
"chr13",28659104,28678959,19856,"+","ENSG00000132963.8","POMP","protein_coding"
"chr13",28700064,28718970,18907,"-","ENSG00000139508.15","SLC46A3","protein_coding"
"chr13",29509414,29595688,86275,"-","ENSG00000139514.13","SLC7A1","protein_coding"
"chr13",30202630,30307551,104922,"-","ENSG00000102781.14","KATNAL1","protein_coding"
"chr13",30340267,30377145,36879,"-","ENSG00000238121.7","LINC00426","lncRNA"
"chr13",30408136,30418338,10203,"+","ENSG00000289302.1","ENSG00000289302","lncRNA"
"chr13",30418782,30422251,3470,"-","ENSG00000225039.2","LINC01058","lncRNA"
"chr13",30466117,30482312,16196,"+","ENSG00000285840.2","ENSG00000285840","lncRNA"
"chr13",30456704,30617597,160894,"-","ENSG00000189403.15","HMGB1","protein_coding"
"chr13",30713478,30764426,50949,"+","ENSG00000132965.10","ALOX5AP","protein_coding"
"chr13",31134973,31162388,27416,"-","ENSG00000120694.20","HSPH1","protein_coding"
"chr13",31199975,31332276,132302,"+","ENSG00000187676.8","B3GLCT","protein_coding"
"chr13",31846713,32299125,452413,"+","ENSG00000073910.23","FRY","protein_coding"
"chr13",31962930,31963742,813,"+","ENSG00000289617.1","ENSG00000289617","lncRNA"
"chr13",32025314,32027666,2353,"-","ENSG00000237637.1","FRY-AS1","lncRNA"
"chr13",32315086,32400268,85183,"+","ENSG00000139618.17","BRCA2","protein_coding"
"chr13",32303699,32315363,11665,"-","ENSG00000189167.12","ZAR1L","protein_coding"
"chr13",32504506,32509395,4890,"-","ENSG00000281026.1","N4BP2L2-IT2","lncRNA"
"chr13",33016423,33066143,49721,"+","ENSG00000133116.8","KL","protein_coding"
"chr13",33103137,33350630,247494,"-","ENSG00000133121.21","STARD13","protein_coding"
"chr13",33354863,33676820,321958,"-","ENSG00000230490.4","ENSG00000230490","lncRNA"
"chr13",33679504,33687175,7672,"+","ENSG00000288767.1","ENSG00000288767","lncRNA"
"chr13",33846190,33850825,4636,"+","ENSG00000276672.1","ENSG00000276672","lncRNA"
"chr13",36301638,36370180,68543,"-","ENSG00000133104.14","SPART","protein_coding"
"chr13",36431520,36442870,11351,"+","ENSG00000133101.10","CCNA1","protein_coding"
"chr13",36819222,36829104,9883,"+","ENSG00000133111.4","RFXAP","protein_coding"
"chr13",36998816,37025881,27066,"+","ENSG00000120699.14","EXOSC8","protein_coding"
"chr13",36949738,37000763,51026,"-","ENSG00000120697.10","ALG5","protein_coding"
"chr13",37012192,37059713,47522,"-","ENSG00000102710.21","SUPT20H","protein_coding"
"chr13",37934298,38066444,132147,"+","ENSG00000274317.2","LINC02334","lncRNA"
"chr13",38349851,38363619,13769,"+","ENSG00000120686.12","UFM1","protein_coding"
"chr13",39209116,39603528,394413,"-","ENSG00000183722.9","LHFPL6","protein_coding"
"chr13",39655627,39791665,136039,"+","ENSG00000133103.17","COG6","protein_coding"
"chr13",40789412,40812308,22897,"+","ENSG00000102743.15","SLC25A15","protein_coding"
"chr13",40874685,40877861,3177,"-","ENSG00000287837.1","ENSG00000287837","lncRNA"
"chr13",41061509,41084006,22498,"+","ENSG00000120688.9","WBP4","protein_coding"
"chr13",41132939,41236686,103748,"+","ENSG00000278390.6","ENSG00000278390","lncRNA"
"chr13",41189834,41194569,4736,"-","ENSG00000120696.9","KBTBD7","protein_coding"
"chr13",41488357,41506248,17892,"+","ENSG00000288600.1","ENSG00000288600","lncRNA"
"chr13",41517168,41590462,73295,"+","ENSG00000288598.2","ENSG00000288598","lncRNA"
"chr13",41566835,41961120,394286,"-","ENSG00000102763.18","VWA8","protein_coding"
"chr13",42272152,42323261,51110,"+","ENSG00000023516.9","AKAP11","protein_coding"
"chr13",42339188,42485956,146769,"+","ENSG00000283554.1","LINC02341","lncRNA"
"chr13",42562736,42608013,45278,"+","ENSG00000120659.15","TNFSF11","protein_coding"
"chr13",42810366,42814897,4532,"-","ENSG00000271216.2","LINC01050","lncRNA"
"chr13",42886388,42992241,105854,"-","ENSG00000133106.15","EPSTI1","protein_coding"
"chr13",43023203,43114213,91011,"+","ENSG00000120675.6","DNAJC15","protein_coding"
"chr13",43213130,43786972,573843,"-","ENSG00000120658.14","ENOX1","protein_coding"
"chr13",43879284,43893932,14649,"+","ENSG00000179630.11","LACC1","protein_coding"
"chr13",43823909,43879740,55832,"-","ENSG00000151773.13","CCDC122","protein_coding"
"chr13",44939249,44989471,50223,"-","ENSG00000083635.8","NUFIP1","protein_coding"
"chr13",45120510,45284893,164384,"+","ENSG00000188342.12","GTF2F2","protein_coding"
"chr13",45341345,45417975,76631,"+","ENSG00000170919.16","TPT1-AS1","lncRNA"
"chr13",45393414,45411938,18525,"-","ENSG00000174032.17","SLC25A30","protein_coding"
"chr13",45954465,46052496,98032,"-","ENSG00000123200.17","ZC3H13","protein_coding"
"chr13",46052760,46161379,108620,"+","ENSG00000235903.10","CPB2-AS1","lncRNA"
"chr13",46125920,46211871,85952,"-","ENSG00000136167.15","LCP1","protein_coding"
"chr13",46334681,46438190,103510,"-","ENSG00000102445.20","RUBCNL","protein_coding"
"chr13",46553168,46753040,199873,"+","ENSG00000136141.15","LRCH1","protein_coding"
"chr13",46771256,46797420,26165,"-","ENSG00000139684.15","ESD","protein_coding"
"chr13",47946053,47956830,10778,"+","ENSG00000287456.1","ENSG00000287456","lncRNA"
"chr13",48001389,48002552,1164,"+","ENSG00000227848.1","SUCLA2-AS1","lncRNA"
"chr13",47745736,48037968,292233,"-","ENSG00000136143.16","SUCLA2","protein_coding"
"chr13",48041751,48042184,434,"-","ENSG00000276968.1","ENSG00000276968","lncRNA"
"chr13",48232612,48270357,37746,"+","ENSG00000136156.15","ITM2B","protein_coding"
"chr13",48389567,48444704,55138,"-","ENSG00000139679.16","LPAR6","protein_coding"
"chr13",48570639,48573317,2679,"-","ENSG00000233456.1","LINC01077","lncRNA"
"chr13",48576974,48590587,13614,"-","ENSG00000233610.2","LINC00462","lncRNA"
"chr13",48653711,48711226,57516,"+","ENSG00000152207.8","CYSLTR2","protein_coding"
"chr13",48974967,48975911,945,"-","ENSG00000275202.1","ENSG00000275202","lncRNA"
"chr13",48975981,49209779,233799,"+","ENSG00000102531.16","FNDC3A","protein_coding"
"chr13",49247925,49293485,45561,"+","ENSG00000102543.14","CDADC1","protein_coding"
"chr13",49308650,49444064,135415,"-","ENSG00000102547.19","CAB39L","protein_coding"
"chr13",49444274,49495003,50730,"+","ENSG00000136169.17","SETDB2","protein_coding"
"chr13",49495665,49528981,33317,"+","ENSG00000136147.18","PHF11","protein_coding"
"chr13",49531946,49585558,53613,"-","ENSG00000136144.12","RCBTB1","protein_coding"
"chr13",49628507,49633872,5366,"+","ENSG00000152213.4","ARL11","protein_coding"
"chr13",49660674,49691486,30813,"-","ENSG00000123179.14","EBPL","protein_coding"
"chr13",49699320,49792682,93363,"-","ENSG00000102753.10","KPNA3","protein_coding"
"chr13",49912702,49936490,23789,"-","ENSG00000123178.15","SPRYD7","protein_coding"
"chr13",50082169,50906856,824688,"+","ENSG00000176124.15","DLEU1","lncRNA"
"chr13",49956670,50125720,169051,"-","ENSG00000231607.14","DLEU2","lncRNA"
"chr13",50862172,50908201,46030,"-","ENSG00000233672.9","RNASEH2B-AS1","lncRNA"
"chr13",50909747,51024099,114353,"+","ENSG00000136104.21","RNASEH2B","protein_coding"
"chr13",51452364,51554678,102315,"+","ENSG00000236778.8","INTS6-AS1","lncRNA"
"chr13",51584455,51767709,183255,"+","ENSG00000139668.9","WDFY2","protein_coding"
"chr13",51930436,52012125,81690,"-","ENSG00000123191.16","ATP7B","protein_coding"
"chr13",52012391,52079232,66842,"+","ENSG00000253710.5","ALG11","protein_coding"
"chr13",52132724,52159861,27138,"-","ENSG00000136098.17","NEK3","protein_coding"
"chr13",52454775,52455331,557,"-","ENSG00000278238.1","ENSG00000278238","lncRNA"
"chr13",52455429,52476628,21200,"+","ENSG00000136108.15","CKAP2","protein_coding"
"chr13",52642431,52643773,1343,"+","ENSG00000139675.13","HNRNPA1L2","protein_coding"
"chr13",52652709,52700909,48201,"+","ENSG00000165416.15","SUGT1","protein_coding"
"chr13",53028813,53052057,23245,"+","ENSG00000102837.7","OLFM4","protein_coding"
"chr13",59665583,60163928,498346,"-","ENSG00000139734.19","DIAPH3","protein_coding"
"chr13",72708367,72727629,19263,"-","ENSG00000204899.6","MZT1","protein_coding"
"chr13",72727749,72747111,19363,"+","ENSG00000136122.18","BORA","protein_coding"
"chr13",72782133,73016461,234329,"+","ENSG00000083535.16","PIBF1","protein_coding"
"chr13",73686089,74133929,447841,"-","ENSG00000118922.18","KLF12","protein_coding"
"chr13",75283503,75482169,198667,"-","ENSG00000136111.14","TBC1D4","protein_coding"
"chr13",75525214,75549439,24226,"-","ENSG00000188243.14","COMMD6","protein_coding"
"chr13",75549480,75606020,56541,"+","ENSG00000118939.18","UCHL3","protein_coding"
"chr13",75620434,75859870,239437,"+","ENSG00000136153.20","LMO7","protein_coding"
"chr13",75631271,75632135,865,"+","ENSG00000228444.2","ENSG00000228444","lncRNA"
"chr13",75604828,75635994,31167,"-","ENSG00000261105.6","LMO7-AS1","lncRNA"
"chr13",77000147,77027195,27049,"-","ENSG00000005812.11","FBXL3","protein_coding"
"chr13",77042474,77327094,284621,"-","ENSG00000005810.19","MYCBP2","protein_coding"
"chr13",78614289,78659155,44867,"-","ENSG00000152193.8","OBI1","protein_coding"
"chr13",79311824,79406255,94432,"-","ENSG00000139746.16","RBM26","protein_coding"
"chr13",79406293,79427317,21025,"+","ENSG00000227354.7","RBM26-AS1","lncRNA"
"chr13",79481124,79556077,74954,"+","ENSG00000102471.15","NDFIP2","protein_coding"
"chr13",91347820,91354579,6760,"+","ENSG00000215417.13","MIR17HG","lncRNA"
"chr13",94601857,94634661,32805,"+","ENSG00000152749.8","GPR180","protein_coding"
"chr13",95579760,95644706,64947,"-","ENSG00000134874.18","DZIP1","protein_coding"
"chr13",95648711,95676973,28263,"-","ENSG00000247400.5","DNAJC3-DT","lncRNA"
"chr13",95677139,95794988,117850,"+","ENSG00000102580.15","DNAJC3","protein_coding"
"chr13",95801580,96053482,251903,"-","ENSG00000102595.21","UGGT2","protein_coding"
"chr13",97221434,97394120,172687,"+","ENSG00000139793.20","MBNL2","protein_coding"
"chr13",97405169,97433994,28826,"-","ENSG00000286416.1","ENSG00000286416","lncRNA"
"chr13",97434169,97469128,34960,"+","ENSG00000125249.7","RAP2A","protein_coding"
"chr13",97435946,97436168,223,"+","ENSG00000276573.1","ENSG00000276573","lncRNA"
"chr13",98142562,98455176,312615,"+","ENSG00000152767.17","FARP1","protein_coding"
"chr13",98445185,98577151,131967,"-","ENSG00000102572.15","STK24","protein_coding"
"chr13",98793429,99086625,293197,"-","ENSG00000088387.21","DOCK9","protein_coding"
"chr13",99181223,99200757,19535,"-","ENSG00000228889.8","UBAC2-AS1","lncRNA"
"chr13",99200774,99386504,185731,"+","ENSG00000134882.16","UBAC2","protein_coding"
"chr13",99294539,99307399,12861,"-","ENSG00000169508.7","GPR183","protein_coding"
"chr13",99429211,99432702,3492,"-","ENSG00000285448.1","ENSG00000285448","lncRNA"
"chr13",99446311,99564048,117738,"+","ENSG00000125304.10","TM9SF2","protein_coding"
"chr13",99606669,99909459,302791,"+","ENSG00000125246.16","CLYBL","protein_coding"
"chr13",99841879,99957659,115781,"-","ENSG00000286757.3","ENSG00000286757","lncRNA"
"chr13",100053074,100088967,35894,"-","ENSG00000274605.3","PCCA-DT","lncRNA"
"chr13",100535741,100587146,51406,"-","ENSG00000224356.5","ENSG00000224356","lncRNA"
"chr13",100530438,100589528,59091,"-","ENSG00000134864.11","GGACT","protein_coding"
"chr13",100603625,100675059,71435,"-","ENSG00000125247.16","TMTC4","protein_coding"
"chr13",100675094,100676887,1794,"+","ENSG00000289594.1","ENSG00000289594","lncRNA"
"chr13",101452593,101706902,254310,"+","ENSG00000198542.15","ITGBL1","protein_coding"
"chr13",102596986,102679958,82973,"+","ENSG00000134900.12","TPP2","protein_coding"
"chr13",102765888,102773811,7924,"-","ENSG00000151287.17","TEX30","protein_coding"
"chr13",102784281,102798976,14696,"-","ENSG00000134901.13","POGLUT2","protein_coding"
"chr13",102799119,102841533,42415,"+","ENSG00000134897.14","BIVM","protein_coding"
"chr13",102845831,102875995,30165,"+","ENSG00000134899.24","ERCC5","protein_coding"
"chr13",102888858,102889834,977,"+","ENSG00000272542.1","ENSG00000272542","lncRNA"
"chr13",106568258,106716679,148422,"+","ENSG00000272274.3","LINC00551","lncRNA"
"chr13",108207439,108218368,10930,"-","ENSG00000174405.15","LIG4","protein_coding"
"chr13",108251240,108308484,57245,"+","ENSG00000102524.12","TNFSF13B","protein_coding"
"chr13",110523066,110561722,38657,"-","ENSG00000139832.5","RAB20","protein_coding"
"chr13",110622216,110639996,17781,"+","ENSG00000213995.12","NAXD","protein_coding"
"chr13",110641417,110713603,72187,"-","ENSG00000134905.17","CARS2","protein_coding"
"chr13",110894639,110899172,4534,"-","ENSG00000229152.2","ANKRD10-IT1","lncRNA"
"chr13",110878540,110915069,36530,"-","ENSG00000088448.14","ANKRD10","protein_coding"
"chr13",110916004,110917827,1824,"+","ENSG00000277767.1","ENSG00000277767","lncRNA"
"chr13",111114919,111305737,190819,"+","ENSG00000102606.19","ARHGEF7","protein_coding"
"chr13",111316184,111344249,28066,"+","ENSG00000153495.11","TEX29","protein_coding"
"chr13",112686769,112689859,3091,"-","ENSG00000274922.2","ENSG00000274922","lncRNA"
"chr13",112894378,113099742,205365,"+","ENSG00000126217.21","MCF2L","protein_coding"
"chr13",112967484,112968824,1341,"-","ENSG00000235280.2","MCF2L-AS1","lncRNA"
"chr13",113158648,113172386,13739,"+","ENSG00000126231.15","PROZ","protein_coding"
"chr13",113177536,113208693,31158,"-","ENSG00000126226.22","PCID2","protein_coding"
"chr13",113208716,113267108,58393,"+","ENSG00000139842.15","CUL4A","protein_coding"
"chr13",113324163,113364148,39986,"-","ENSG00000139835.14","GRTP1","protein_coding"
"chr13",113399611,113453488,53878,"-","ENSG00000153531.15","ADPRHL1","protein_coding"
"chr13",113491021,113554590,63570,"+","ENSG00000150403.18","TMCO3","protein_coding"
"chr13",113511747,113514473,2727,"+","ENSG00000276916.1","ENSG00000276916","lncRNA"
"chr13",113527260,113530621,3362,"+","ENSG00000276248.1","ENSG00000276248","lncRNA"
"chr13",113584721,113641473,56753,"+","ENSG00000198176.13","TFDP1","protein_coding"
"chr13",113648804,113658198,9395,"-","ENSG00000186009.5","ATP4B","protein_coding"
"chr13",113759226,113816995,57770,"+","ENSG00000184497.13","TMEM255B","protein_coding"
"chr13",113833492,113845744,12253,"+","ENSG00000233695.2","GAS6-AS1","lncRNA"
"chr13",113820549,113864076,43528,"-","ENSG00000183087.15","GAS6","protein_coding"
"chr13",113953705,113974076,20372,"-","ENSG00000283199.3","C13orf46","protein_coding"
"chr13",113977783,114132623,154841,"-","ENSG00000185989.11","RASA3","protein_coding"
"chr13",114234887,114272723,37837,"+","ENSG00000130177.16","CDC16","protein_coding"
"chr13",114275326,114277323,1998,"-","ENSG00000285672.1","ENSG00000285672","lncRNA"
"chr13",114281601,114305817,24217,"+","ENSG00000169062.15","UPF3A","protein_coding"
"chr14",19402486,19434341,31856,"-","ENSG00000187537.13","POTEG","protein_coding"
"chr14",20317975,20319707,1733,"+","ENSG00000287735.1","ENSG00000287735","lncRNA"
"chr14",20311368,20333312,21945,"-","ENSG00000100814.18","CCNB1IP1","protein_coding"
"chr14",20343686,20357904,14219,"+","ENSG00000129484.14","PARP2","protein_coding"
"chr14",20365667,20413501,47835,"-","ENSG00000129566.13","TEP1","protein_coding"
"chr14",20425852,20436166,10315,"-","ENSG00000185271.9","KLHL33","protein_coding"
"chr14",20451585,20451918,334,"+","ENSG00000258515.1","ENSG00000258515","lncRNA"
"chr14",20446401,20455053,8653,"-","ENSG00000092094.11","OSGEP","protein_coding"
"chr14",20455191,20457680,2490,"+","ENSG00000100823.12","APEX1","protein_coding"
"chr14",20457773,20461465,3693,"-","ENSG00000165782.11","PIP4P1","protein_coding"
"chr14",20468954,20476903,7950,"+","ENSG00000198805.12","PNP","protein_coding"
"chr14",20474949,20475061,113,"-","ENSG00000258908.1","ENSG00000258908","lncRNA"
"chr14",20640696,20641691,996,"-","ENSG00000181803.3","OR6S1","protein_coding"
"chr14",20699499,20701216,1718,"+","ENSG00000258818.4","RNASE4","protein_coding"
"chr14",20783888,20784293,406,"+","ENSG00000258810.1","ENSG00000258810","lncRNA"
"chr14",20801228,20802855,1628,"-","ENSG00000129538.14","RNASE1","protein_coding"
"chr14",21070273,21090076,19804,"+","ENSG00000165801.10","ARHGEF40","protein_coding"
"chr14",21016763,21070872,54110,"-","ENSG00000165795.25","NDRG2","protein_coding"
"chr14",21090249,21104722,14474,"-","ENSG00000165804.16","ZNF219","protein_coding"
"chr14",21280083,21351301,71219,"+","ENSG00000092200.13","RPGRIP1","protein_coding"
"chr14",21476674,21499024,22351,"+","ENSG00000092203.15","TOX4","protein_coding"
"chr14",21459020,21476960,17941,"-","ENSG00000129472.15","RAB2B","protein_coding"
"chr14",21499176,21511342,12167,"-","ENSG00000165819.12","METTL3","protein_coding"
"chr14",22556640,22559068,2429,"+","ENSG00000259003.2","ENSG00000259003","lncRNA"
"chr14",22564907,22589224,24318,"-","ENSG00000129562.11","DAD1","protein_coding"
"chr14",22595808,22598946,3139,"-","ENSG00000275552.1","ENSG00000275552","lncRNA"
"chr14",22600119,22612963,12845,"+","ENSG00000100439.11","ABHD4","protein_coding"
"chr14",22701476,22766521,65046,"-","ENSG00000258458.8","OXA1L-DT","lncRNA"
"chr14",22773222,22829820,56599,"-","ENSG00000155465.20","SLC7A7","protein_coding"
"chr14",22829883,22835037,5155,"+","ENSG00000172590.18","MRPL52","protein_coding"
"chr14",22836576,22849041,12466,"+","ENSG00000157227.14","MMP14","protein_coding"
"chr14",22871740,22881713,9974,"+","ENSG00000197324.9","LRP10","protein_coding"
"chr14",22893204,22917802,24599,"-","ENSG00000100461.18","RBM23","protein_coding"
"chr14",22929607,22956374,26768,"+","ENSG00000257285.6","PRMT5-DT","lncRNA"
"chr14",22946228,22957161,10934,"-","ENSG00000092036.19","HAUS4","protein_coding"
"chr14",23016543,23035230,18688,"-","ENSG00000100804.19","PSMB5","protein_coding"
"chr14",23095615,23100456,4842,"+","ENSG00000179933.6","C14orf119","protein_coding"
"chr14",23272422,23286132,13711,"-","ENSG00000215271.9","HOMEZ","protein_coding"
"chr14",23469703,23509862,40160,"+","ENSG00000129460.16","NGDN","protein_coding"
"chr14",23520857,23555987,35131,"-","ENSG00000136367.15","ZFHX2","protein_coding"
"chr14",23568074,23578790,10717,"-","ENSG00000092051.18","JPH4","protein_coding"
"chr14",23955093,23969279,14187,"+","ENSG00000157326.19","DHRS4","protein_coding"
"chr14",23969874,24006408,36535,"+","ENSG00000187630.18","DHRS4L2","protein_coding"
"chr14",24007060,24027782,20723,"+","ENSG00000286931.2","ENSG00000286931","lncRNA"
"chr14",23938219,24052555,114337,"-","ENSG00000215256.5","DHRS4-AS1","lncRNA"
"chr14",24094053,24110598,16546,"+","ENSG00000100889.12","PCK2","protein_coding"
"chr14",24114195,24125242,11048,"+","ENSG00000100897.18","DCAF11","protein_coding"
"chr14",24136163,24138964,2802,"+","ENSG00000092010.15","PSME1","protein_coding"
"chr14",24138968,24141591,2624,"-","ENSG00000100908.14","EMC9","protein_coding"
"chr14",24147453,24160660,13208,"+","ENSG00000092098.17","RNF31","protein_coding"
"chr14",24171853,24180218,8366,"+","ENSG00000100918.14","REC8","protein_coding"
"chr14",24180258,24188869,8612,"-","ENSG00000196497.17","IPO4","protein_coding"
"chr14",24198433,24199090,658,"+","ENSG00000276698.1","ENSG00000276698","lncRNA"
"chr14",24201612,24202811,1200,"-","ENSG00000278784.1","ENSG00000278784","lncRNA"
"chr14",24205696,24208362,2667,"+","ENSG00000139908.15","TSSK4","protein_coding"
"chr14",24213943,24216066,2124,"-","ENSG00000213920.9","MDP1","protein_coding"
"chr14",24249114,24264432,15319,"-","ENSG00000092295.12","TGM1","protein_coding"
"chr14",24265538,24271611,6074,"-","ENSG00000100949.15","RABGGTA","protein_coding"
"chr14",24290598,24299780,9183,"-","ENSG00000157379.14","DHRS1","protein_coding"
"chr14",24309125,24312053,2929,"+","ENSG00000213906.10","LTB4R2","protein_coding"
"chr14",24313311,24318036,4726,"+","ENSG00000213903.9","LTB4R","protein_coding"
"chr14",24365673,24379604,13932,"+","ENSG00000100968.14","NFATC4","protein_coding"
"chr14",24429935,24441843,11909,"+","ENSG00000100441.10","KHNYN","protein_coding"
"chr14",24426545,24430954,4410,"-","ENSG00000139899.11","CBLN3","protein_coding"
"chr14",24442098,24442904,807,"-","ENSG00000100445.18","SDR39U1","protein_coding"
"chr14",24443010,24508688,65679,"+","ENSG00000258744.3","ENSG00000258744","lncRNA"
"chr14",24505353,24507506,2154,"-","ENSG00000092009.10","CMA1","protein_coding"
"chr14",29576479,30191898,615420,"-","ENSG00000184304.17","PRKD1","protein_coding"
"chr14",30559158,30620064,60907,"+","ENSG00000092140.16","G2E3","protein_coding"
"chr14",30622291,30737694,115404,"+","ENSG00000092108.22","SCFD1","protein_coding"
"chr14",30893799,31026401,132603,"-","ENSG00000196792.12","STRN3","protein_coding"
"chr14",31427507,31428188,682,"-","ENSG00000203546.7","ENSG00000203546","protein_coding"
"chr14",31447696,31457506,9811,"-","ENSG00000129480.13","DTD2","protein_coding"
"chr14",31489956,31861224,371269,"+","ENSG00000151413.17","NUBPL","protein_coding"
"chr14",34561093,34630160,69068,"-","ENSG00000129515.20","SNX6","protein_coding"
"chr14",34709113,34714823,5711,"-","ENSG00000165410.15","CFL2","protein_coding"
"chr14",34874343,34876459,2117,"+","ENSG00000258738.1","BAZ1A-AS1","lncRNA"
"chr14",34981957,35029686,47730,"+","ENSG00000100883.13","SRP54","protein_coding"
"chr14",35121846,35277622,155777,"+","ENSG00000100890.16","PRORP","protein_coding"
"chr14",35085467,35122517,37051,"-","ENSG00000092020.11","PPP2R3C","protein_coding"
"chr14",35278633,35317493,38861,"+","ENSG00000100902.11","PSMA6","protein_coding"
"chr14",35401513,35404749,3237,"-","ENSG00000100906.11","NFKBIA","protein_coding"
"chr14",35538352,35809304,270953,"-","ENSG00000174373.17","RALGAPA1","protein_coding"
"chr14",35829795,35932325,102531,"+","ENSG00000100916.14","BRMS1L","protein_coding"
"chr14",36298564,36320637,22074,"-","ENSG00000151332.20","MBIP","protein_coding"
"chr14",39031919,39109646,77728,"-","ENSG00000100934.15","SEC23A","protein_coding"
"chr14",39230231,39388513,158283,"+","ENSG00000150527.18","MIA2","protein_coding"
"chr14",39397684,39432466,34783,"-","ENSG00000165355.8","FBXO33","protein_coding"
"chr14",39432599,40390547,957949,"+","ENSG00000258526.8","ENSG00000258526","lncRNA"
"chr14",44897275,44907257,9983,"+","ENSG00000179476.8","C14orf28","protein_coding"
"chr14",45118028,45135319,17292,"-","ENSG00000100442.11","FKBP3","protein_coding"
"chr14",45203190,45253540,50351,"-","ENSG00000129534.14","MIS18BP1","protein_coding"
"chr14",49618530,49620626,2097,"-","ENSG00000165502.7","RPL36AL","protein_coding"
"chr14",49693105,49753150,60046,"+","ENSG00000197776.8","KLHDC1","protein_coding"
"chr14",49861176,49862914,1739,"-","ENSG00000282885.2","ENSG00000282885","lncRNA"
"chr14",49893079,49897054,3976,"+","ENSG00000165527.8","ARF6","protein_coding"
"chr14",50060123,50062741,2619,"-","ENSG00000289531.1","ENSG00000289531","lncRNA"
"chr14",49927571,50105102,177532,"-","ENSG00000214900.12","LINC01588","lncRNA"
"chr14",50108633,50116600,7968,"-","ENSG00000100483.14","VCPKMT","protein_coding"
"chr14",50117130,50231578,114449,"-","ENSG00000100485.12","SOS2","protein_coding"
"chr14",50237563,50312229,74667,"-","ENSG00000087299.12","L2HGDH","protein_coding"
"chr14",50312324,50335558,23235,"+","ENSG00000125375.18","DMAC2L","protein_coding"
"chr14",50327958,50416461,88504,"-","ENSG00000100490.10","CDKL1","protein_coding"
"chr14",50418521,50561126,142606,"-","ENSG00000012983.12","MAP4K5","protein_coding"
"chr14",50662511,50663178,668,"-","ENSG00000269906.1","ENSG00000269906","lncRNA"
"chr14",50632058,50668306,36249,"-","ENSG00000151748.15","SAV1","protein_coding"
"chr14",50723777,50724272,496,"-","ENSG00000270062.1","ENSG00000270062","lncRNA"
"chr14",50736300,50737517,1218,"-","ENSG00000288855.1","ENSG00000288855","lncRNA"
"chr14",50857891,50944483,86593,"-","ENSG00000100504.17","PYGL","protein_coding"
"chr14",50975262,51096061,120800,"-","ENSG00000100505.14","TRIM9","protein_coding"
"chr14",51240247,51257655,17409,"+","ENSG00000139921.13","TMX1","protein_coding"
"chr14",51333068,51365557,32490,"+","ENSG00000258479.6","LINC00640","lncRNA"
"chr14",51826195,51979342,153148,"+","ENSG00000186469.9","GNG2","protein_coding"
"chr14",52010876,52069059,58184,"-","ENSG00000087303.19","NID2","protein_coding"
"chr14",52430596,52552522,121927,"-","ENSG00000087301.9","TXNDC16","protein_coding"
"chr14",52639915,52695900,55986,"-","ENSG00000197930.13","ERO1A","protein_coding"
"chr14",52730166,52774989,44824,"+","ENSG00000198252.12","STYX","protein_coding"
"chr14",52857268,52951050,93783,"-","ENSG00000073712.15","FERMT2","protein_coding"
"chr14",53036745,53153323,116579,"-","ENSG00000100523.16","DDHD1","protein_coding"
"chr14",53153354,53157528,4175,"+","ENSG00000258731.1","DDHD1-DT","lncRNA"
"chr14",53169010,53883740,714731,"+","ENSG00000237356.7","ENSG00000237356","lncRNA"
"chr14",54396849,54420218,23370,"+","ENSG00000100526.21","CDKN3","protein_coding"
"chr14",54423561,54441391,17831,"-","ENSG00000100528.12","CNIH1","protein_coding"
"chr14",54566117,54793315,227199,"+","ENSG00000020577.14","SAMD4A","protein_coding"
"chr14",54842008,54902826,60819,"-","ENSG00000131979.20","GCH1","protein_coding"
"chr14",54938949,55027105,88157,"-","ENSG00000198554.12","WDHD1","protein_coding"
"chr14",55064003,55064583,581,"+","ENSG00000289523.1","ENSG00000289523","lncRNA"
"chr14",55124110,55145423,21314,"+","ENSG00000131981.16","LGALS3","protein_coding"
"chr14",55148112,55191608,43497,"-","ENSG00000126787.13","DLGAP5","protein_coding"
"chr14",55271344,55370053,98710,"+","ENSG00000178974.11","FBXO34","protein_coding"
"chr14",55366391,55411830,45440,"-","ENSG00000126775.9","ATG14","protein_coding"
